Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Eva Design & Engineering,3045,W Addison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Engineering Services,312-291-1846,,POINT(-87.7047210001246 41.9466324887097),-87.704721,41.94663249,
Evelyn's Food Market,2857,N Ridgeway Ave,,,,Chicago,,Active,Retail,Small Grocery,Yes,2019,Grocery Stores,773-276-0312,,POINT(-87.7208460900546 41.9335648637141),-87.72084609,41.93356486,
Evelyns Daycare,3305,N Springfield Ave,,,,Chicago,,Out of Business,Childcare and Schools,Home daycare,Yes,2019,Child Day Care Services,773-918-5667,,POINT(-87.7247630384424 41.9411437544754),-87.72476304,41.94114375,
Ewestendorf Design,2855,N Kedzie Ave,,,,Chicago,,Active,Trade Service,Tech service,Yes,2019,Bus  Services  Nec,734-625-6402,,POINT(-87.707413589696 41.9336459474582),-87.70741359,41.93364595,
Exceptional Touch,2923,N Milwaukee Ave,,,,Chicago,,Out of Business,Trade Service,Vehicle services,No,2019,Bus  Services  Nec,312-296-3204,,POINT(-87.7160379149885 41.9343502302167),-87.71603791,41.93435023,
Exp Tutoring,3464,W Belmont Ave,,,,Chicago,,Active,Childcare and Schools,Other,Yes,2019,Scls Edctl Services N. Didn't pick up number but has running website,773-413-9312,,POINT(-87.7151025001815 41.939275514733),-87.7151025,41.93927551,
Expert Movers,2931,N Allen Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,Yes,2019,Lcl Trckg W/O Strge,773-360-7602,,POINT(-87.7145121579195 41.9345834889322),-87.71451216,41.93458349,
Fairgreen Real Estate,3528,N Elston Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-733-1335,,POINT(-87.7070405418164 41.9453586262275),-87.70704054,41.94535863,
Family Dollar,3411,W Addison St,,,,Chicago,,Active,Retail,Small mixed,No,2019,,872-302-0292,,POINT(-87.7133486949978 41.9465455171342),-87.71334869,41.94654552,
Farmer's Insurance,2960,W Belmont Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-205-2000,,POINT(-87.7025330256894 41.9393904603125),-87.70253303,41.93939046,
Fashion Wear European,3025,N Milwaukee Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,Department Stores,773-342-5818,,POINT(-87.7189777415873 41.9362215465185),-87.71897774,41.93622155,
Federal-Mogul Motorparts,3440,N Kedzie Ave,,,,Chicago,,Out of Business,Retail,Car-truck-motorcycle,No,2019,Mtr Vhcle Prts Acc,773-478-0404,,POINT(-87.7077694519059 41.9443472202193),-87.70776945,41.94434722,
Federico Elementary School,3231,N Springfield Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-0950,,POINT(-87.7248517928908 41.9400495175499),-87.72485179,41.94004952,
Felmar Realty,3325,W Belmont Ave,,,,Chicago,60618,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-267-4040,,POINT(-87.7111231 41.9390863),-87.7111231,41.9390863,
Ferguson HVAC Supply,3509,W Addison St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Plmbg Hdrnc Htg Su,773-282-8700,,POINT(-87.7155148906773 41.9464545078713),-87.71551489,41.94645451,
Fernando M. Vian,2823,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,847-989-0358,,POINT(-87.7131296947147 41.9326436394746),-87.71312969,41.93264364,
Fervale Jewelry,3033,N Milwaukee Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,Jewelry,773-227-4928,,POINT(-87.7191785950034 41.9363050111876),-87.7191786,41.93630501,
Fidos Gotta Go,2817,N Kedzie Ave,,,,Chicago,,Out of Business,Trade Service,Animal care,No,2019,Misc Prsnl Services Ne,312-218-7735,,POINT(-87.7073865899318 41.9326035925116),-87.70738659,41.93260359,
Fifth Third Bank,2934,N Milwaukee Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,State Commercial Banks,773-486-3054,,POINT(-87.7166493353204 41.9346691309421),-87.71664934,41.93466913,
Fifth Third Bank,2973,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-782-3622,,POINT(-87.7176392248645 41.9354172600238),-87.71763922,41.93541726,
Filip Zbigniew,3000,N Pulaski Rd,,,,Chicago,,Out of Business,Personal Service,Beauty,No,2019,Transportation  Services Ne,773-543-5091,,POINT(-87.7271003775566 41.9356168007946),-87.72710038,41.9356168,
First City Financial Group,3058,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,Loan Brokers  Mortgage Lender,773-382-4400,,POINT(-87.7049900257893 41.9393724606338),-87.70499003,41.93937246,
Fit Results,3430,W Diversey Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,,708-510-6800,,POINT(-87.713508944563 41.9319845190669),-87.71350894,41.93198452,www.fitresults.net
Five Below,3302,W Belmont Ave,,,,Chicago,,Active,Retail,Department store,No,2019,Hobby Toy Game Sh,773-267-2534,,POINT(-87.7101524568775 41.939392824453),-87.71015246,41.93939282,
Flamenco Chicago,2914,W Belmont Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,No phone number,,,POINT(-87.7008695577856 41.9394605218265),-87.70086956,41.93946052,Flamencochicago.com
Fletcher 1 Construction,3014,W Fletcher St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-759-3971,,POINT(-87.7034108611817 41.9384714859304),-87.70341086,41.93847149,
Fondly Truly,3721,W Belmont Ave,,,,Chicago,,Active,Arts and Entertainment,Other,No,2019,Music studio,,,POINT(-87.7205067 41.9389819),-87.7205067,41.9389819,
Food First Chicago,2415,W Peterson Ave,,,,Chicago,,Active,Dining,Other,No,2019,Grocery Stores  Caterer,773-961-8537,,POINT(-87.697998138794 41.9394648244505),-87.69799814,41.93946482,
Foremost Liquors,3263,N Pulaski Rd,,,,Chicago,60641,Active,Retail,Liquor,No,2019,,773-545-2370,,POINT(-87.7270142 41.9408176),-87.7270142,41.9408176,
Fotofab,3758,W Belmont Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,Fbrctd Mtl Prds Ne,773-463-6211,,POINT(-87.7218203605909 41.9391924602268),-87.72182036,41.93919246,
Four Letter Word Coffee,3022,W Diversey Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-360-8932,,POINT(-87.7034696118995 41.9320835190149),-87.70346961,41.93208352,
FPS Management,2609,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,Yes,2019,Management  Services,773-583-4597,,POINT(-87.6936506647214 41.9393765394121),-87.69365066,41.93937654,
Frank & Mary's,2905,N Elston Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,,773-463-8179,,POINT(-87.6906544877031 41.9341913950654),-87.69065449,41.9341914,
Frank Dvorak,2818,N Springfield Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,Yes,2019,Bus  Services  Nec,773-252-7268,,POINT(-87.7245904361438 41.9324124968125),-87.72459044,41.9324125,
Frank Meats Patty Delivery,3324,N California Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Grcrs Rltd Prds N,773-482-1000,,POINT(-87.6979589174504 41.9426548011432),-87.69795892,41.9426548,
Frank W. Reilly School,3303,N Lawndale Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-5250,,POINT(-87.7198362740808 41.9411036600621),-87.71983627,41.94110366,
Friendship Restaurant,2830,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-227-0970,,POINT(-87.713348404842 41.9326609888069),-87.7133484,41.93266099,
Fruit Paradise,2355,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-676-7321,,POINT(-87.6995802489774 41.9402176989986),-87.69958025,41.9402177,
Fuel Beast Nutrition,2544,W George St,,,,Chicago,,Active,Retail,Other,Yes,2019,Mail order fitness gear,773-316-2312,,POINT(-87.6918925206749 41.9340288178747),-87.69189252,41.93402882,
Full Service Auto Repair,3350,N Elston Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Atmtve RPR Shps Ne,773-583-4700,,POINT(-87.7026301218935 41.9423354331987),-87.70263012,41.94233543,
Furnace Ministries,3541,N Elston Ave,,,,Chicago,,Out of Business,Religious (except school or residence),Other worship,No,2019,Religious Organizations,773-758-7355,,POINT(-87.7074337685522 41.9457095082549),-87.70743377,41.94570951,
Gabe's Installation,3130,N Elston Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,Homefurnishings,773-463-9405,,POINT(-87.6962779350935 41.9379317615577),-87.69627794,41.93793176,
Galaxy Design,3286,N Elston Ave,,,,Chicago,,Out of Business,Trade Service,"Copy, mail, and print shops",No,2019,Bus  Services  Nec,815-274-9638,,POINT(-87.7009272422033 41.9411576589533),-87.70092724,41.94115766,
Gamburd Law Group,3435,N Avers Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,Yes,2019,empty facebook page,773-583-7226,,POINT(-87.7236055636904 41.9438711731378),-87.72360556,41.94387117,
Gamestop,2929,W Addison St,,,,Chicago,,Active,Retail,Toys,No,2019,Hobby Toy Game Sh,773-539-1697,,POINT(-87.7017106396063 41.9466154685614),-87.70171064,41.94661547,
Garrett Hypnosis and Wellness Center,3020,N Kimball Ave,,,,Chicago,,Active,Health Services,Alternative medicine,No,2019,Ofcs Hlth Prnrs Ne,773-395-6100,,POINT(-87.7124373595319 41.936389880399),-87.71243736,41.93638988,
George's Automotive Repair,3209,W Barry Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Gnrl Atmtve RPR Shp,773-478-1055,,POINT(-87.7079322841276 41.9374273668576),-87.70793228,41.93742737,
Gerber Collision and Glass,3029,N Kedzie Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Tp Bdy Rpr Pnt Sh,773-463-0070,,POINT(-87.7074945898868 41.9365434443154),-87.70749459,41.93654344,
Get It Analytics,3453,N Kedzie Ave,,,,Chicago,,Unknown,Trade Service,Tech service,Yes,2019,No evidence of business,312-593-8320,,POINT(-87.7076960316994 41.9442747800701),-87.70769603,41.94427478,
Getsemani Pentecostal Church of God M. I.,3317,N California Ave,,,,Chicago,60618,Active,Religious (except school or residence),Church,No,2019,,847-361-0999,,POINT(-87.6975992 41.9423348),-87.6975992,41.9423348,
Gilberto Quinones,3117,N Washtenaw Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus  Services  Nec,773-842-1022,,POINT(-87.6952340388344 41.9383255283845),-87.69523404,41.93832553,
Giordano's,2855,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-862-4200,,POINT(-87.7141918124009 41.9332917365138),-87.71419181,41.93329174,
Gkb Consultants,3223,N Francisco Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus Consulting Nec,773-681-0350,,POINT(-87.70016185153 41.9403222823765),-87.70016185,41.94032228,
Global Dental Lab,3400,N Kedzie Ave,,,,Chicago,,Out of Business,Health Services,Dentist,No,2019,Dental Laboratories,773-543-6143,,POINT(-87.7077495470358 41.9427921573453),-87.70774955,41.94279216,
Glow Studio & Event Design,3109,N Washtenaw Ave,,,,Chicago,,Active,Arts and Entertainment,Hall-party-cater,Yes,2019,Bus  Services  Nec,773-750-1244,,POINT(-87.6952240639415 41.9380735282129),-87.69522406,41.93807353,
GM Development,3642,W George St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Sngl-Fam Hsng Cnstr,773-544-2442,,POINT(-87.7188514186954 41.9337354533456),-87.71885142,41.93373545,
Goldberg General Contracting,3510,N Elston Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Sngl-Fam Hsng Cnstr,773-279-9600,,POINT(-87.7065689945642 41.9450315573122),-87.70656899,41.94503156,
Golden Eagle Moving and Storage,2719,W Barry Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,No,2019,Lcl Trckg Wth Strge  Number not working,773-583-8154,,POINT(-87.6967209743102 41.937525546454),-87.69672097,41.93752555,
Golden Hardwood,3256,N Elston Ave,,,,Chicago,,Out of Business,Retail,Hardware,No,2019,Hardware Stores,847-409-8677,,POINT(-87.7001005666647 41.9405886266269),-87.70010057,41.94058863,
Good Light Studio,3654,W Diversey Ave,,,,Chicago,,Out of Business,Trade Service,Photo studio,Yes,2019,Photo Stdios Prtrt,212-967-2000,,POINT(-87.7193730003123 41.9319095113286),-87.719373,41.93190951,
Gorditas,3650,W Belmont Ave,,,,Chicago,60618,Active,Dining,Restaurant,No,2019,,773-654-1016,,POINT(-87.7195513 41.9393697),-87.7195513,41.9393697,
Granite Gallery,3430,W Henderson St,,,,Chicago,,Out of Business,Retail,Housewares & furnishings,No,2019,Signs Advt Spcltie,773-279-9200,,POINT(-87.7131252157147 41.9423126374642),-87.71312522,41.94231264,
Grant Consulting,3305,N Springfield Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Svcs Alld Mtn Pict,773-571-5686,,POINT(-87.7247630384424 41.9411437544754),-87.72476304,41.94114375,
Great Dragon,3269,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-685-4777,,POINT(-87.7259269343521 41.9404009860763),-87.72592693,41.94040099,
Great Stone Construction,4111,W Oakdale Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-552-2595,,POINT(-87.7300023042336 41.9344755214028),-87.7300023,41.93447552,
Greater Good Studio,2864,N Milwaukee Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Misc Prsnl Services Ne,773-599-9717,,POINT(-87.7145755951482 41.9334079044639),-87.7145756,41.9334079,
Greenfields Academy,3232,N Elston Ave,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,Elmntry Scndry Scl,312-860-4843,,POINT(-87.6994586808683 41.9401384585031),-87.69945868,41.94013846,
Greg Auto Repair,3942,W Belmont Ave,,,,Chicago,60618,Active,Trade Service,Vehicle services,No,2019,,773-507-8293,,POINT(-87.7258389 41.939403),-87.7258389,41.939403,
Grinite Style Design,3111,N Rockwell St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Bus  Services  Nec,773-704-0780,,POINT(-87.6928543459512 41.9381079526185),-87.69285435,41.93810795,
Group Benefit Associates,3963,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Carriers,800-450-1271,,POINT(-87.7260693038499 41.9390975180348),-87.7260693,41.93909752,groupba.com
Guiding Behavior Counseling,2850,N Rockwell St,,,,Chicago,,Active,Health Services,Therapy outpatient,No,2019,Indvdl Family Services,773-726-4832,,POINT(-87.6928189433459 41.9336547486266),-87.69281894,41.93365475,
Gutierrez Marna Chicago Haircutters,3214,N California Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-478-0611,,POINT(-87.6978911269858 41.939839040038),-87.69789113,41.93983904,
GW Real Estate,3436,N Lawndale Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Estate Agents Managers,312-388-3004,,POINT(-87.7200084613578 41.9438779944531),-87.72000846,41.94387799,
H and A Construction,3652,W Diversey Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-227-8311,,POINT(-87.7192829999007 41.9319095113286),-87.719283,41.93190951,
H&R Block,2878,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Tax Retrn Prep Services,773-862-3090,,POINT(-87.7149670953221 41.9336509047148),-87.7149671,41.9336509,
Hades Investment,2819,N Kedzie Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Investors Nec,312-375-9683,,POINT(-87.7073865899318 41.9326755928231),-87.70738659,41.93267559,
Hair 2,3286,N Milwaukee Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-286-2272,,POINT(-87.7266809280993 41.940752092506),-87.72668093,41.94075209,
Hair By Eddie,3021,N Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-736-3760,,POINT(-87.727015833512 41.9362164785327),-87.72701583,41.93621648,
Hair Extraordinaire,3329,N Kedzie Ave,,,,Chicago,,Out of Business,Personal Service,Beauty,Yes,2019,Beauty Shops,773-526-2197,,POINT(-87.7076331154935 41.9419180894233),-87.70763312,41.94191809,
Hairpin Arts Center,2810,N Milwaukee Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,Entrs Entrtnmnt Gr,773-661-6361,,POINT(-87.7130054289648 41.9323974924321),-87.71300543,41.93239749,
Hala Painting,3353,N Lawndale Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Printing Paper Hangin,773-396-4323,,POINT(-87.7198966300881 41.9425833666872),-87.71989663,41.94258337,
Hardwoods of the World,2460,W George St,,,,Chicago,,Active,Retail,Other,No,2019,Lmbr Bldng Mtrls,773-267-3800,,POINT(-87.6897035257535 41.9339965156988),-87.68970353,41.93399652,
Harmony House Adoption Center,2914,N Elston Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,Membership Organizations Ne,773-293-6103,,POINT(-87.690929939017 41.9343135938237),-87.69092994,41.93431359,
Haven Design Studio,3065,N Rockwell St,,,,Chicago,,Active,Trade Service,Media,No,2019,,773-798-9811,,POINT(-87.692873617509 41.9380109473276),-87.69287362,41.93801095,
Health Squad,2924,N Sacramento Ave,,,,Chicago,,Out of Business,Health Services,Out-patient,Yes,2019,Hlth Alld Services Ne,773-841-1764,,POINT(-87.7026374251968 41.9346981616301),-87.70263743,41.93469816,
Hee Sub Shim,2847,N Milwaukee Ave,,,,Chicago,,Out of Business,Dining,Fast Food,No,2019,Eating Places,773-276-9272,,POINT(-87.7138087698655 41.9330020949281),-87.71380877,41.93300209,
Hematology Oncology,2658,W Belmont Ave,,,,Chicago,,Out of Business,Health Services,Hospital,Yes,2019,Ofcs Clns of Mdl D,773-509-1042,,POINT(-87.6950416673113 41.939423474745),-87.69504167,41.93942347,
Henry Frerk Sons,3135,W Belmont Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,Lumbr Plywd Millw,773-588-0800,,POINT(-87.7053735004144 41.9393145358066),-87.7053735,41.93931454,
Herbaland,3127,N Milwaukee Ave,,,,Chicago,,Active,Retail,Small Grocery,No,2019,Misc Food Stores,773-267-7225,,POINT(-87.7215384432036 41.9377787075031),-87.72153844,41.93777871,
Herbalife Fit and Nutrition,3658,W Diversey Ave,,,,Chicago,,Active,Fitness,Weight loss,No,2019,,773-865-4088,,POINT(-87.7194485252715 41.9319185112193),-87.71944853,41.93191851,
Herff Jones Nystrom Educational Division,3333,N Elston Ave,,,,Chicago,,Active,Retail,Other,No,2019,Educational materials,773-463-1144,,POINT(-87.7021734363694 41.9420915920508),-87.70217344,41.94209159,
Hernandez Cleaning Services,3408,N Springfield Ave,,,,Chicago,,Out of Business,Trade Service,Indoor service,Yes,2019,Repair Services Nec,773-962-1509,,POINT(-87.7248884100185 41.9430768266777),-87.72488841,41.94307683,
Hi-Tek Communication,3511,N Pulaski Rd,,,,Chicago,,Active,Retail,Phones,No,2019,Video Tape Rental,773-583-5800,,POINT(-87.7272892743963 41.944995519709),-87.72728927,41.94499552,
