census_tract,PlaceType,count_of_Active_PlaceStatus
17031837300,Personal Service,4
17031837300,Public Services,4
17031837300,Religious (except school or residence),5
17031837300,Retail,1
17031837300,Social Services & Political Advocacy,4
17031837300,Trade Service,2
17031837400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031837400,Fitness,2
17031837400,Health Services,1
17031837400,Industrial,3
17031837400,Religious (except school or residence),7
17031837400,Retail,1
17031837400,Service or Programmed Residential Space,1
17031837400,Social Services & Political Advocacy,3
17031837400,Trade Service,6
17031837800,Arts and Entertainment,7
17031837800,Childcare and Schools,4
17031837800,Dining,4
17031837800,"Financial, Insurance, Real Estate, Legal, and Professional",19
17031837800,Health Services,5
17031837800,Industrial,14
17031837800,Personal Service,3
17031837800,Public Services,4
17031837800,Religious (except school or residence),5
17031837800,Retail,21
17031837800,Social Services & Political Advocacy,6
17031837800,Trade Service,47
17031837800,"Wholesale, storage and transit",17
17031838000,Arts and Entertainment,1
17031838000,Childcare and Schools,6
17031838000,Dining,1
17031838000,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031838000,Health Services,3
17031838000,Other,1
17031838000,Public Services,3
17031838000,Religious (except school or residence),1
17031838000,Service or Programmed Residential Space,2
17031838000,Social Services & Political Advocacy,2
17031838000,Trade Service,4
17031838100,Arts and Entertainment,4
17031838100,Childcare and Schools,2
17031838100,Dining,8
17031838100,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031838100,Health Services,34
17031838100,Other,1
17031838100,Personal Service,1
17031838100,Public Services,1
17031838100,Religious (except school or residence),4
17031838100,Retail,4
17031838100,Service or Programmed Residential Space,3
17031838100,Social Services & Political Advocacy,9
17031838100,Trade Service,1
17031838100,"Wholesale, storage and transit",2
17031838200,Arts and Entertainment,2
17031838200,Childcare and Schools,62
17031838200,Dining,6
17031838200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031838200,Health Services,151
17031838200,Industrial,3
17031838200,Other,10
17031838200,Public Services,19
17031838200,Religious (except school or residence),2
17031838200,Retail,8
17031838200,Service or Programmed Residential Space,3
17031838200,Social Services & Political Advocacy,14
17031838200,Trade Service,3
17031838200,"Wholesale, storage and transit",6
17031838600,Childcare and Schools,1
17031838600,Service or Programmed Residential Space,1
17031838600,Social Services & Political Advocacy,2
17031838600,Trade Service,2
17031838600,"Wholesale, storage and transit",2
17031838700,Childcare and Schools,1
17031838700,Dining,1
17031838700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031838700,Other,2
17031838700,Retail,3
17031838700,Service or Programmed Residential Space,1
17031838700,Trade Service,3
17031838800,Arts and Entertainment,1
17031838800,Childcare and Schools,1
17031838800,Dining,3
17031838800,Fitness,1
17031838800,Health Services,1
17031838800,Industrial,11
17031838800,Other,1
17031838800,Public Services,5
17031838800,Religious (except school or residence),4
17031838800,Retail,5
17031838800,Service or Programmed Residential Space,1
17031838800,Trade Service,8
17031838800,Unknown,2
17031838800,"Wholesale, storage and transit",11
17031839100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031839200,Arts and Entertainment,3
17031839200,Childcare and Schools,4
17031839200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031839200,Health Services,25
17031839200,Personal Service,2
17031839200,Public Services,1
17031839200,Religious (except school or residence),5
17031839200,Retail,3
17031839200,Service or Programmed Residential Space,1
17031839200,Social Services & Political Advocacy,8
17031839200,Trade Service,10
17031839200,"Wholesale, storage and transit",4
17031839500,Childcare and Schools,2
17031839500,Dining,5
17031839500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031839500,Personal Service,2
17031839500,Public Services,2
17031839500,Religious (except school or residence),2
17031839500,Retail,6
17031839500,Service or Programmed Residential Space,1
17031839500,Social Services & Political Advocacy,1
17031839500,Trade Service,1
17031839600,Childcare and Schools,3
17031839600,Dining,3
17031839600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031839600,Fitness,1
17031839600,Health Services,1
17031839600,Personal Service,3
17031839600,Religious (except school or residence),3
17031839600,Retail,2
17031839600,Service or Programmed Residential Space,5
17031839600,Social Services & Political Advocacy,2
17031839700,Arts and Entertainment,2
17031839700,Dining,9
17031839700,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031839700,Health Services,11
17031839700,Industrial,2
17031839700,Other,1
17031839700,Personal Service,3
17031839700,Public Services,1
17031839700,Retail,20
17031839700,Social Services & Political Advocacy,3
17031839700,Trade Service,8
17031839700,"Wholesale, storage and transit",3
17031839800,Arts and Entertainment,1
17031839800,Childcare and Schools,1
17031839800,Dining,14
17031839800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031839800,Health Services,2
17031839800,Religious (except school or residence),1
17031839800,Retail,14
17031839800,Trade Service,3
17031839900,Arts and Entertainment,2
17031839900,Childcare and Schools,3
17031839900,Dining,7
17031839900,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031839900,Fitness,1
17031839900,Health Services,8
17031839900,Industrial,12
17031839900,Personal Service,11
17031839900,Public Services,3
17031839900,Religious (except school or residence),1
17031839900,Retail,9
17031839900,Social Services & Political Advocacy,3
17031839900,Trade Service,13
17031839900,"Wholesale, storage and transit",12
17031840000,Childcare and Schools,1
17031840000,Dining,4
17031840000,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031840000,Fitness,1
17031840000,Health Services,5
17031840000,Industrial,2
17031840000,Personal Service,3
17031840000,Public Services,1
17031840000,Retail,4
17031840000,Trade Service,2
17031840000,"Wholesale, storage and transit",2
17031840100,Childcare and Schools,7
17031840100,Dining,1
17031840100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031840100,Health Services,4
17031840100,Personal Service,6
17031840100,Religious (except school or residence),4
17031840100,Retail,1
17031840100,Service or Programmed Residential Space,1
17031840100,Social Services & Political Advocacy,1
17031840100,Trade Service,4
17031840100,"Wholesale, storage and transit",2
17031840200,Arts and Entertainment,1
17031840200,Childcare and Schools,2
17031840200,Dining,6
17031840200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031840200,Fitness,2
17031840200,Health Services,3
17031840200,Industrial,3
17031840200,Personal Service,6
17031840200,Religious (except school or residence),2
17031840200,Retail,7
17031840200,Trade Service,14
17031840200,"Wholesale, storage and transit",3
17031840300,Arts and Entertainment,2
17031840300,Childcare and Schools,1
17031840300,Dining,6
17031840300,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031840300,Health Services,2
17031840300,Industrial,1
17031840300,Personal Service,3
17031840300,Public Services,1
17031840300,Retail,6
17031840300,Trade Service,9
17031840300,"Wholesale, storage and transit",3
17031840400,Arts and Entertainment,1
17031840400,Childcare and Schools,3
17031840400,Dining,13
17031840400,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031840400,Fitness,1
17031840400,Health Services,4
17031840400,Industrial,2
17031840400,Personal Service,15
17031840400,Public Services,2
17031840400,Religious (except school or residence),1
17031840400,Retail,25
17031840400,Service or Programmed Residential Space,1
17031840400,Social Services & Political Advocacy,2
17031840400,Trade Service,16
17031840400,"Wholesale, storage and transit",2
17031840700,Arts and Entertainment,3
17031840700,Childcare and Schools,5
17031840700,Dining,14
17031840700,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031840700,Fitness,1
17031840700,Health Services,9
17031840700,Industrial,4
17031840700,Personal Service,5
17031840700,Religious (except school or residence),3
17031840700,Retail,24
17031840700,Social Services & Political Advocacy,3
17031840700,Trade Service,9
17031840700,"Wholesale, storage and transit",2
17031840800,Arts and Entertainment,1
17031840800,Childcare and Schools,2
17031840800,Dining,5
17031840800,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031840800,Health Services,1
17031840800,Industrial,1
17031840800,Personal Service,3
17031840800,Retail,11
17031840800,Trade Service,9
17031840800,"Wholesale, storage and transit",1
17031841000,Dining,1
17031841000,Personal Service,2
17031841100,Arts and Entertainment,8
17031841100,Childcare and Schools,3
17031841100,Dining,53
17031841100,"Financial, Insurance, Real Estate, Legal, and Professional",23
17031841100,Health Services,14
17031841100,Personal Service,13
17031841100,Public Services,2
17031841100,Religious (except school or residence),1
17031841100,Retail,40
17031841100,Service or Programmed Residential Space,1
17031841100,Social Services & Political Advocacy,4
17031841100,Trade Service,8
17031841100,"Wholesale, storage and transit",12
17031841200,Arts and Entertainment,1
17031841200,Childcare and Schools,2
17031841200,Dining,14
17031841200,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031841200,Health Services,5
17031841200,Industrial,8
17031841200,Personal Service,6
17031841200,Religious (except school or residence),3
17031841200,Retail,20
17031841200,Social Services & Political Advocacy,3
17031841200,Trade Service,13
17031841200,"Wholesale, storage and transit",5
17031841300,Arts and Entertainment,2
17031841300,Childcare and Schools,5
17031841300,Dining,14
17031841300,"Financial, Insurance, Real Estate, Legal, and Professional",17
17031841300,Health Services,6
17031841300,Industrial,7
17031841300,Personal Service,12
17031841300,Public Services,1
17031841300,Religious (except school or residence),3
17031841300,Retail,18
17031841300,Social Services & Political Advocacy,4
17031841300,Trade Service,11
17031841300,"Wholesale, storage and transit",17
17031841500,Childcare and Schools,5
17031841500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031841500,Personal Service,1
17031841500,Public Services,1
17031841500,Retail,5
17031841500,Service or Programmed Residential Space,1
17031841500,Social Services & Political Advocacy,1
17031841500,Trade Service,5
17031841700,Arts and Entertainment,2
17031841700,Childcare and Schools,1
17031841700,Dining,5
17031841700,"Financial, Insurance, Real Estate, Legal, and Professional",6
