Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
iCandee Marketing,954,W Carmen Ave,,,Uptown,Chicago,60640,Active,Retail,Other,No,2020,,773-754-0493,,POINT(-87.6541365646419 41.9743752847296),-87.65413656,41.97437528,,17031031300
Bamboo,3646,W Lawrence Ave,,,Albany Park,Chicago,60625,Unknown,Retail,Other,No,2020,"No website, no social media, and when called it is the wrong number plus a language barrier. Yelp has a review on them and the storefront has a Spanish name on it rather than just â€œbambooâ€ itâ€™s casa de bamboo.",773-822-8870,,POINT(-87.7200901 41.9684957),-87.7200901,41.9684957,,17031140301
Deportees Gol A Gol,3615,W Lawrence Ave,,,Albany Park,Chicago,60625,Unknown,Retail,Other,No,2020,"No social media, no website, and when left a voicemail no response.",773-990-0856,,POINT(-87.7188686645523 41.9683224883924),-87.71886866,41.96832249,,17031140602
No Name Yet,3545,W Lawrence Ave,A,,Albany Park,Chicago,60625,Unknown,Retail,Other,No,2020,"No phone number, no online presence, no business on the address, unable to discern status nor call them.",,,POINT(-87.7175683325173 41.9683305140055),-87.71756833,41.96833051,,17031140701
Puff It Smoke And Vape Shop,4434,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Retail,Other,No,2020,,773-940-0356,,POINT(-87.7068260088552 41.8125492701472),-87.70682601,41.81254927,,17031580400
U-Spy Store,2406,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Retail,Other,No,2020,,773-529-2779,,POINT(-87.6879980256775 41.924939529701),-87.68799803,41.92493953,uspystore.com,17031830900
Learn Scuba Chicago,2338,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Retail,Other,No,2020,Currently closed.,773-599-3483,,POINT(-87.6867517767142 41.9249484677487),-87.68675178,41.92494847,,17031830900
Tobacco Land,2125,N Central Park Ave,,,Logan Square,Chicago,60647,Active,Retail,Other,No,2020,,773-360-8868,,POINT(-87.716706 41.9199319),-87.716706,41.9199319,,17031221000
Mac's Records,5425,W Madison St,,,Austin,Chicago,60644,Active,Retail,Other,No,2020,,773-261-1886,,POINT(-87.7611497 41.8800273),-87.7611497,41.8800273,,17031252102
Zeker Electric Signs,1934,S St Louis Ave,,,North Lawndale,Chicago,60623,Active,Retail,Other,Yes,2020,,773-277-1714,,POINT(-87.7127011 41.8541985),-87.7127011,41.8541985,,17031844700
Expert Nails,8921,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Personal Service,Other,No,2020,,773-375-4422,,POINT(-87.5510765 41.733002),-87.5510765,41.733002,,17031833900
THE HIVE: Chicago's Beekeeping Supply Store,3414,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Retail,Other,No,2020,,312-995-9508,,POINT(-87.7111389 41.8665718),-87.7111389,41.8665718,thehivesupply.com,17031843000
Jo Snow,4536,W Altgeld St,,,Hermosa,Chicago,60639,Active,Retail,Other food,Yes,2020,,773-732-3045,,POINT(-87.7405568 41.9265744),-87.7405568,41.9265744,,17031200200
GNC,1524,N Cicero Ave,,,Austin,Chicago,60651,Active,Retail,Other,No,2020,,773-862-5027,,POINT(-87.7467175 41.9085434),-87.7467175,41.9085434,www.gnc.com,17031250800
Chicago Guitar Teacher,2329,N Kildare Ave,,,Hermosa,Chicago,60639,Active,Retail,Other,Yes,2020,,773-330-7223,,POINT(-87.7338256 41.9234608),-87.7338256,41.9234608,,17031200300
Tobacco Discount,5550,W North Ave,,,Austin,Chicago,60639,Active,Retail,Other,No,2020,,773-295-5382,,POINT(-87.765129 41.9096789),-87.765129,41.9096789,,17031250300
A Good Wood Firewood & Energy,1840,N Lorel Ave,,,Austin,Chicago,60639,Active,Retail,Other,No,2020,,773-975-0251,,POINT(-87.759863 41.91447),-87.759863,41.91447,,17031250300
Porter Riley Group,423,E Oakwood Blvd,,,Grand Boulevard,Chicago,60653,Active,Retail,Other,Yes,2020,,,,POINT(-87.615767 41.822336),-87.615767,41.822336,,17031380200
Botanica San Lazaro,4348,S Archer Ave,,,Brighton Park,Chicago,60632,Unknown,Retail,Other,No,2020,,773-640-5393,,POINT(-87.703872 41.814483),-87.703872,41.814483,,17031580502
Dulcelandia,4616,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Retail,Other,No,2020,,773-247-4354,,POINT(-87.704418 41.8094283),-87.704418,41.8094283,Dulcelandia.com,17031580400
Hyde Park Cigar and Lounge,5220,S Harper Ave,,,Hyde Park,Chicago,60615,Active,Retail,Other,No,2020,,,,POINT(-87.589254 41.8003258),-87.589254,41.8003258,,17031410800
Hyde Park Records,1377,E 53rd St,,,Hyde Park,Chicago,60615,Active,Retail,Other,No,2020,,773-288-6588,,POINT(-87.5920761 41.799235),-87.5920761,41.799235,Hydeparkrecords.com,17031410700
Rock 'N' Roll,1768,W Armitage Ave,,,Logan Square,Chicago,60622,Active,Trade Service,Vehicle services,No,2020,,,,POINT(-87.6721897769382 41.9178785112288),-87.67218978,41.91787851,,17031832300
AMM's Auto Sale & Car Repair,8154,S Halsted St,8154-56,,Auburn Gresham,Chicago,60620,Active,Trade Service,Vehicle services,No,2020,,872-244-7337,,POINT(-87.6443155 41.7457661),-87.6443155,41.7457661,,17031710800
Zacatecas,3818,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Trade Service,Vehicle services,No,2020,,773-927-2797,,POINT(-87.7044673266682 41.8237823294055),-87.70446733,41.82378233,,17031580300
Marino's Tire Repair,3939,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Trade Service,Vehicle services,No,2020,,773-580-4567,,POINT(-87.7044511803493 41.8214617019745),-87.70445118,41.8214617,,17031580501
Smith Auto Glass,817,W 87th st,,,Auburn Gresham,Chicago,60620,Active,Trade Service,Vehicle services,No,2020,,773-487-3500,,POINT(-87.6442826244902 41.7358285364282),-87.64428262,41.73582854,,17031711400
Hybrid Auto Body,4735,N Pulaski Rd,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-654-3053,,POINT(-87.7277086 41.9674076),-87.7277086,41.9674076,,17031140601
Pioneer Auto Works,4401,W Belmont Ave,,,Hermosa,Chicago,60641,Active,Trade Service,Vehicle services,No,2020,,773-286-5300,,POINT(-87.7373353 41.938676),-87.7373353,41.938676,pioneerautoworks.com,17031200100
Midwest Car Care,4543,N Pulaski Rd,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-509-1477,,POINT(-87.7275339 41.9639075),-87.7275339,41.9639075,,17031140601
Belmont Auto Repair,4549,W Belmont Ave,,,Hermosa,Chicago,60641,Out of Business,Trade Service,Vehicle services,No,2020,Not a working number,773-981-9931,,POINT(-87.7415143 41.9387224),-87.7415143,41.9387224,,17031200100
Shell Gas Station,2801,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Retail,Gas station,No,2020,,773-227-8002,,POINT(-87.6977465 41.9245855),-87.6977465,41.9245855,,17031221300
Bird Engines,4341,W Diversey Ave,,,Hermosa,Chicago,60639,Active,Trade Service,Vehicle services,No,2020,,773-276-0094,,POINT(-87.735944 41.9314453),-87.735944,41.9314453,birdengines.com,17031200200
Wons Auto Werks,2501,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-252-2576,,POINT(-87.6876621150501 41.92656328301),-87.68766212,41.92656328,,17031830900
Teams Auto Body and Repairs,3017,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Vehicle services,No,2020,"Called on 8/3/2020, at around 10, told to call back tomorrow. Called on 8/4/2020 at 10:50 am, left on voicemail. Call around noon to get  a survey because they seem willing to answer one.",773-769-4444,,POINT(-87.7043614 41.9683865),-87.7043614,41.9683865,,17031140800
Harrison Auto Service and Body Shop,4700,W Harrison St,,,Austin,Chicago,60644,Active,Trade Service,Vehicle services,No,2020,,773-261-1223,,POINT(-87.7428624 41.8735217),-87.7428624,41.8735217,,17031252202
Raymond's Motors,4150,W Ogden Ave,,,North Lawndale,Chicago,60623,Active,Trade Service,Vehicle services,No,2020,,773-940-2463,,POINT(-87.7285297 41.8500856),-87.7285297,41.8500856,,17031843400
Quality Car Wash,7936,S Vincennes Ave,,,Auburn Gresham,Chicago,60620,Active,Trade Service,Vehicle services,No,2020,,773-488-8893,,POINT(-87.6349487 41.7494116),-87.6349487,41.7494116,,17031842400
ABM Auto Service,3044,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Vehicle services,No,2020,,773-878-5530,,POINT(-87.7051378 41.9613666),-87.7051378,41.9613666,,17031140800
Hawk Motor Service & Sales,4080,N Broadway,,,Uptown,Chicago,60613,Active,Trade Service,Vehicle services,No,2020,,773-248-1200,,POINT(-87.6518505462799 41.9565303622735),-87.65185055,41.95653036,,17031032100
Louie's Auto Repair,1530,W Lawrence Ave,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-334-9177,,POINT(-87.6687322503428 41.9689488598716),-87.66873225,41.96894886,louiesautorepair.com,17031031000
Lawrence & Ashland Auto Repair Service,4757,N Ashland Ave,,,Uptown,Chicago,60640,Out of Business,Trade Service,Vehicle services,No,2020,,773-989-0444,,POINT(-87.6694065275917 41.968565863857),-87.66940653,41.96856586,,17031031800
Tok's Auto Service,4016,W Montrose Ave,,,Albany Park,Chicago,60641,Active,Trade Service,Vehicle services,No,2020,,773-777-6264,,POINT(-87.7285934997297 41.9609754678253),-87.7285935,41.96097547,,17031140500
Richard's Body Shop,3041,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Vehicle services,No,2020,Refused survey.,773-588-3301,,POINT(-87.7052034744839 41.9684475137836),-87.70520347,41.96844751,,17031140800
Tempo Auto Group,4421,N Elston Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-427-9000,,POINT(-87.7301844583187 41.9612983989357),-87.73018446,41.9612984,,17031140500
J.D. Upholstery,4200,S Western Ave,,,Brighton Park,Chicago,60609,Active,Trade Service,Vehicle services,No,2020,,773-523-7327,,POINT(-87.6849538 41.8173817),-87.6849538,41.8173817,,17031580700
Sal's Hand Car Wash,1307,S Pulaski Rd,,,North Lawndale,Chicago,60623,Active,Trade Service,Vehicle services,No,2020,,773-277-1900,,POINT(-87.7250511227642 41.8639950315488),-87.72505112,41.86399503,,17031838700
Keyless Remote 4 You,2858,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Retail,Other,No,2020,,773-293-7452,,POINT(-87.7002384059585 41.961336221527),-87.70023841,41.96133622,,17031140800
Brito Auto Parts,4253,W Cermak Rd,,,North Lawndale,Chicago,60623,Active,Retail,Auto Supply,No,2020,,773-940-2424,,POINT(-87.7317219743348 41.8513434956749),-87.73172197,41.8513435,,17031843400
OK Auto,4939,N Elston Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-286-2283,,POINT(-87.743775160982 41.9703790113223),-87.74377516,41.97037901,,17031140400
Eddie's Fast Repair,4536,W Lawrence ave,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-960-5119,,POINT(-87.7427405254552 41.968108486143),-87.74274053,41.96810849,,17031140400
LBP Manufacturing,1401,N Cicero Ave,,,Austin,Chicago,60651,Active,Industrial,Food processing plant,No,2020,,,,POINT(-87.7459827043174 41.9060462959531),-87.7459827,41.9060463,,17031831300
Leader Auto Repair & Body,4600,W Lawrence Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-777-5454,,POINT(-87.7429205568213 41.968108486143),-87.74292056,41.96810849,,17031140400
Nestor's Autorepair,2621,W 47th St,,,Brighton Park,Chicago,60632,Active,Trade Service,Vehicle services,No,2020,,708-731-1218,,POINT(-87.6902404712567 41.808312547048),-87.69024047,41.80831255,,17031842800
Rico's Body & Fender Auto,4401,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Trade Service,Vehicle services,No,2020,,773-376-3798,,POINT(-87.7052049378395 41.8134379046722),-87.70520494,41.8134379,,17031580400
Gerber Collision & Glass,4545,N Elston Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Building trades,No,2020,,773-725-7200,,POINT(-87.7332030680662 41.9634054575326),-87.73320307,41.96340546,https:/www.gerbercollision.com,17031140500
Mr. O's Auto Body Shop,7240,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Trade Service,Vehicle services,No,2020,,773-240-9703,,POINT(-87.6637462870039 41.7618708266345),-87.66374629,41.76187083,,17031672000
Quick Fix Mufflers Brakes Etc,7551,S Halsted St,,,Englewood,Chicago,60620,Active,Trade Service,Vehicle services,No,2020,,,,POINT(-87.6437813 41.7562777),-87.6437813,41.7562777,,17031681300
Devils In the Details,5119,N Kenmore Ave,,,Uptown,Chicago,60640,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other,No,2020,,773-668-0549,,POINT(-87.6562651155211 41.9754619281685),-87.65626512,41.97546193,devilsinthedetailsevents.com,17031031200
European US Car Service,4080,N Broadway,,,Uptown,Chicago,60613,Active,Trade Service,Vehicle services,No,2020,,773-248-1200,,POINT(-87.6518505462799 41.9565303622735),-87.65185055,41.95653036,,17031032100
Fireflyline,904,W Winona St,,,Uptown,Chicago,60640,Out of Business,Trade Service,Vehicle services,Yes,2020,,608-712-4254,,POINT(-87.6529830541552 41.9753305300188),-87.65298305,41.97533053,,17031031300
Northside Automotive,4535,N Kedzie Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Vehicle services,No,2020,,773-866-0501,appointments@northsideautomotivewi.com,POINT(-87.7083165968808 41.9641745344707),-87.7083166,41.96417453,http://northsideautomotive.mechanicnet.com,17031140800
Viper Auto Glass,4532,N Christiana Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Vehicle services,Yes,2020,,773-592-3131,,POINT(-87.712038961195 41.9639659100307),-87.71203896,41.96396591,https:/www.viperautoglass.com,17031140702
We Wash,4660,W Lawrence Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Vehicle services,No,2020,,773-286-5809,,POINT(-87.745211780022 41.9680614530403),-87.74521178,41.96806145,,17031140400
All Medina Auto Repair,4876,N Clark St,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-739-0300,,POINT(-87.6678139861712 41.9712029259105),-87.66781399,41.97120293,,17031031000
Al Medina Auto Repair,4876,N Clark St,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-739-0300,,POINT(-87.6678139861712 41.9712029259105),-87.66781399,41.97120293,,17031031000
Broadway Auto Repair,4900,N Broadway,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-728-7685,,POINT(-87.6597994139373 41.9717603818529),-87.65979941,41.97176038,,17031031100
Chicago Motor Lines,4816,N Magnolia Ave,,,Uptown,Chicago,60640,Out of Business,Trade Service,Vehicle services,No,2020,Permanently closed,312-709-1384,,POINT(-87.661030298116 41.969611550788),-87.6610303,41.96961155,,17031031100
Celtic Towing,4080,N Broadway,,,Uptown,Chicago,60613,Active,"Wholesale, storage and transit",Towing,No,2020,,312-402-4004,,POINT(-87.6518505462799 41.9565303622735),-87.65185055,41.95653036,,17031032100
Francisco's Limousine Service,4880,N Clark St,,,Uptown,Chicago,60640,Out of Business,Trade Service,Vehicle services,No,2020,Number is disconnected,773-739-0300,,POINT(-87.6677965319052 41.971218758013),-87.66779653,41.97121876,,17031031000
Smashy Automotive,5006,N Clark St,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-944-0164,,POINT(-87.6679969891642 41.9727822123463),-87.66799699,41.97278221,,17031031000
Alba Auto Service,4884,N Clark St,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-681-0659,,POINT(-87.6678290060027 41.9714447322113),-87.66782901,41.97144473,http://www.albaautoservice.com/,17031031000
Autotech Auto Repair,5156,N Broadway,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-728-8926,,POINT(-87.6599157475632 41.9760861398064),-87.65991575,41.97608614,,17031031100
National Car Wash,4900,N Broadway,,,Uptown,Chicago,60640,Unknown,Trade Service,Vehicle services,No,2020,I didnâ€™t get a response when I called the phone number. I couldnâ€™t find a website and could only find yellowpages reviews but none were recent enough to confirm that it is still open.,773-784-9002,,POINT(-87.6597994139373 41.9717603818529),-87.65979941,41.97176038,,17031031100
Star Auto Repair Shop,5000,N Clark St,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-561-9533,,POINT(-87.6679689311846 41.9726292119075),-87.66796893,41.97262921,,17031031000
Wheel Fun Rentals,5200,N Lake Shore Dr,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-451-6553,,POINT(-87.6466009256085 41.9637050345048),-87.64660093,41.96370503,,17031031400
Delgados Auto Service,1831,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-235-5400,,POINT(-87.6870233 41.9149773),-87.6870233,41.9149773,delgados.com,17031222200
Chicago Autohaus,2321,N Wolcott Ave,,,Logan Square,Chicago,60614,Active,Trade Service,Vehicle services,No,2020,,312-835-7017,,POINT(-87.6754137 41.92274),-87.6754137,41.92274,,17031832300
Vazquez & Associates,2305,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-772-6666,,POINT(-87.6871742 41.9235782),-87.6871742,41.9235782,,17031221600
Fernandez Auto Glass and Repair,2733,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-252-5106,,POINT(-87.6875042 41.9315071),-87.6875042,41.9315071,,17031830900
Oil Express,2501,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-235-8666,,POINT(-87.6873448 41.9266236),-87.6873448,41.9266236,,17031830900
Western Body Shop,2426,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-235-9735,,POINT(-87.6881328 41.9257686),-87.6881328,41.9257686,,17031830900
VFC Engineering,4659,N Ravenswood Ave,,,Uptown,Chicago,60640,Moved,Trade Service,Vehicle services,No,2020,,773-275-4832,,POINT(-87.6740746624915 41.9662399873062),-87.67407466,41.96623999,,17031031800
Mid West Automotive Specialist,3701,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-227-5625,,POINT(-87.7193782 41.9168802),-87.7193782,41.9168802,,17031222900
GNG Towing Services,2443,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-983-5716,,POINT(-87.7193782 41.9168802),-87.7193782,41.9168802,,17031222900
Armitage Hand Car Wash,3651,W Armitage Ave,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Vehicle services,No,2020,Replaced by Tony Trucks.,773-360-7538,,POINT(-87.7189356 41.9169683),-87.7189356,41.9169683,,17031222900
Gutierrez Auto Construction 1,3814,W Armitage Ave,,,Logan Square,Chicago,60647,Unknown,Trade Service,Vehicle services,No,2020,Found this number off yellow pages but there was no answer.,,,POINT(-87.7223082 41.9175576),-87.7223082,41.9175576,,17031220901
Frank's BP Auto Repair,2801,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-278-4555,,POINT(-87.6974385 41.9172186),-87.6974385,41.9172186,,17031222500
Quick Oil,2928,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-227-5555,,POINT(-87.7005837 41.9178234),-87.7005837,41.9178234,,17031221300
Zepeda Auto Service,3061,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-661-4670,,POINT(-87.7048299 41.9171336),-87.7048299,41.9171336,zepedaautorepairchicago.com,17031222600
Armitage Auto Repair & Body Shop,2036,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-666-5700,,POINT(-87.6791164 41.9179382),-87.6791164,41.9179382,,17031832200
L and T Auto Repair,2648,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-360-1777,,POINT(-87.6945227 41.9176846),-87.6945227,41.9176846,,17031221400
America Towing Service,1755,N Leclaire Ave,,,Logan Square,Chicago,60639,Moved,Trade Service,Vehicle services,No,2020,Located 5023 W Diversy,773-616-4321,,POINT(-87.717015 41.931661),-87.717015,41.931661,,17031220602
G&G Auto Repair,3542,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Vehicle services,No,2020,,773-799-8876,,POINT(-87.7163599 41.9248935),-87.7163599,41.9248935,,17031220601
